HVS_lD,Basisszenario,FS-Art,FS-Aufkommen,FS-Geschwindigkeit,RVA-Breite,RVA-Lage,RVA-Oberfläche,Tr_li-Breite,Tr_li-Markierung,Tr_li-baulTrennung,Tr_re-Breite,Tr_re-Markierung,Parken,Kamera,Kommentar,SceneID,Häufigkeit,meherere_Kameraperspektive
774,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,-,-,Längs,C,,01_MS_C_774,1,ja
784,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,-,-,Längs,C,,01_MS_C_784,1,ja
789,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,-,-,Längs,C,,01_MS_C_789,1,nein
794,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,-,-,Längs,C,,01_MS_C_794,1,nein
804,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,-,-,Längs,C,,01_MS_C_804,1,nein
814,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,-,-,Längs,C,,01_MS_C_814,1,nein
819,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,-,-,Längs,C,,01_MS_C_819,1,nein
824,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,-,-,Längs,C,,01_MS_C_824,1,nein
834,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,-,-,Längs,C,,01_MS_C_834,1,ja
844,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,-,-,Längs,C,,01_MS_C_844,1,ja
849,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,-,-,Längs,C,,01_MS_C_849,1,nein
854,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,-,-,Längs,C,,01_MS_C_854,1,nein
1510,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1510,1,nein
1514,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1514,1,nein
1516,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1516,1,nein
1518,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1518,1,nein
1522,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1522,1,ja
1526,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1526,1,ja
1528,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1528,1,nein
1530,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1530,1,nein
1534,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1534,1,nein
1538,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1538,1,nein
1540,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1540,1,nein
1542,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1542,1,nein
1546,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1546,1,ja
1550,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1550,1,ja
1552,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1552,1,nein
1554,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1554,1,nein
1558,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1558,1,nein
1562,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1562,1,nein
1564,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1564,1,nein
1566,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1566,1,nein
1570,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1570,1,ja
1574,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1574,1,ja
1576,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1576,1,nein
1578,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1578,1,nein
1582,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1582,1,nein
1586,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1586,1,nein
1588,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1588,1,nein
1590,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1590,1,nein
1594,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1594,1,ja
1598,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1598,1,ja
1600,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1600,1,nein
1602,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1602,1,nein
1606,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1606,1,nein
1610,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1610,1,nein
1612,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1612,1,nein
1614,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1614,1,nein
1618,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1618,1,ja
1622,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1622,1,ja
1624,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1624,1,nein
1626,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1626,1,nein
1630,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1630,1,nein
1634,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1634,1,nein
1636,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1636,1,nein
1638,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1638,1,nein
1642,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1642,1,ja
1646,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1646,1,ja
1648,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1648,1,nein
1650,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,schmal,durchgezogen,Längs,C,,01_MS_C_1650,1,nein
1654,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1654,1,nein
1658,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1658,1,nein
1660,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1660,1,nein
1662,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1662,1,nein
1666,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1666,1,ja
1670,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1670,1,ja
1672,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1672,1,nein
1674,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1674,1,nein
1678,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1678,1,nein
1682,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1682,1,nein
1684,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1684,1,nein
1686,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1686,1,nein
1690,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1690,1,ja
1694,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1694,1,ja
1696,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1696,1,nein
1698,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1698,1,nein
1702,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1702,1,nein
1706,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1706,1,nein
1708,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1708,1,nein
1710,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1710,1,nein
1714,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1714,1,ja
1718,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1718,1,ja
1720,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1720,1,nein
1722,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,schmal,durchgezogen,Längs,C,,01_MS_C_1722,1,nein
1726,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1726,1,nein
1730,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1730,1,nein
1732,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1732,1,nein
1734,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1734,1,nein
1738,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1738,1,ja
1742,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1742,1,ja
1744,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1744,1,nein
1746,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1746,1,nein
1750,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1750,1,nein
1754,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1754,1,nein
1756,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1756,1,nein
1758,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1758,1,nein
1762,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1762,1,ja
1766,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1766,1,ja
1768,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1768,1,nein
1770,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1770,1,nein
1774,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1774,1,nein
1778,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1778,1,nein
1780,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1780,1,nein
1782,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1782,1,nein
1786,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1786,1,ja
1790,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1790,1,ja
1792,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1792,1,nein
1794,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,schmal,durchgezogen,Längs,C,,01_MS_C_1794,1,nein
1798,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1798,1,nein
1802,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1802,1,nein
1804,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1804,1,nein
1806,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1806,1,nein
1810,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1810,1,ja
1814,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1814,1,ja
1816,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1816,1,nein
1818,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1818,1,nein
1822,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1822,1,nein
1826,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1826,1,nein
1828,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1828,1,nein
1830,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1830,1,nein
1834,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1834,1,ja
1838,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1838,1,ja
1840,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1840,1,nein
1842,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1842,1,nein
1846,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1846,1,nein
1850,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1850,1,nein
1852,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1852,1,nein
1854,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1854,1,nein
1858,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1858,1,ja
1862,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1862,1,ja
1864,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1864,1,nein
1866,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1866,1,nein
1870,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1870,1,nein
1874,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1874,1,nein
1876,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1876,1,nein
1878,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1878,1,nein
1882,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1882,1,ja
1886,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1886,1,ja
1888,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1888,1,nein
1890,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1890,1,nein
1894,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1894,1,nein
1898,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1898,1,nein
1900,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1900,1,nein
1902,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1902,1,nein
1906,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1906,1,ja
1910,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1910,1,ja
1912,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1912,1,nein
1914,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1914,1,nein
1918,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1918,1,nein
1922,6,Tram,normal,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1922,1,nein
1924,6,Kfz,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1924,1,nein
1926,6,Einbahn,hoch,50,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1926,1,nein
1930,6,Kfz,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1930,1,ja
1934,6,Tram,normal,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1934,1,ja
1936,6,Kfz,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1936,1,nein
1938,6,Einbahn,hoch,30,breit,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,breit,Doppelstrich,Längs,C,,01_MS_C_1938,1,nein
1942,6,Kfz,normal,50,breit,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,breit,Doppelstrich,Längs,C,,01_MS_C_1942,1,nein
