HVS_lD,Basisszenario,FS-Art,FS-Aufkommen,FS-Geschwindigkeit,RVA-Breite,RVA-Lage,RVA-Oberfläche,Tr_li-Breite,Tr_li-Markierung,Tr_li-baulTrennung,Tr_re-Breite,Tr_re-Markierung,Parken,Kamera,Kommentar,SceneID,Häufigkeit,meherere_Kameraperspektive
1597,5,Tram,normal,-,schmal,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,schmal,durchgezogen,Längs,A,,01_MS_A_1597,1,ja
1617,5,Kfz,normal,-,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,schmal,durchgezogen,Längs,A,,01_MS_A_1617,1,ja
1621,5,Tram,normal,-,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,schmal,durchgezogen,Längs,A,,01_MS_A_1621,1,ja
1641,5,Kfz,normal,-,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,schmal,durchgezogen,Längs,A,,01_MS_A_1641,1,ja
1645,5,Tram,normal,-,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,schmal,durchgezogen,Längs,A,,01_MS_A_1645,1,ja
1665,5,Kfz,normal,-,schmal,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,schmal,durchgezogen,Längs,A,,01_MS_A_1665,1,ja
1669,5,Tram,normal,-,schmal,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,schmal,durchgezogen,Längs,A,,01_MS_A_1669,1,ja
1689,5,Kfz,normal,-,schmal,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,schmal,durchgezogen,Längs,A,,01_MS_A_1689,1,ja
1693,5,Tram,normal,-,schmal,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,schmal,durchgezogen,Längs,A,,01_MS_A_1693,1,ja
1713,5,Kfz,normal,-,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,schmal,durchgezogen,Längs,A,,01_MS_A_1713,1,ja
1717,5,Tram,normal,-,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,schmal,durchgezogen,Längs,A,,01_MS_A_1717,1,ja
1737,5,Kfz,normal,-,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,schmal,durchgezogen,Längs,A,,01_MS_A_1737,1,ja
1741,5,Tram,normal,-,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,schmal,durchgezogen,Längs,A,,01_MS_A_1741,1,ja
1761,5,Kfz,normal,-,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,schmal,durchgezogen,Längs,A,,01_MS_A_1761,1,ja
1765,5,Tram,normal,-,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,schmal,durchgezogen,Längs,A,,01_MS_A_1765,1,ja
1785,5,Kfz,normal,-,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,schmal,durchgezogen,Längs,A,,01_MS_A_1785,1,ja
1789,5,Tram,normal,-,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,schmal,durchgezogen,Längs,A,,01_MS_A_1789,1,ja
1809,5,Kfz,normal,-,schmal,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,breit,Doppelstrich,Längs,A,,01_MS_A_1809,1,ja
1813,5,Tram,normal,-,schmal,FS-Parken/Seitenraum,Asphalt,schmal,unterbrochen,-,breit,Doppelstrich,Längs,A,,01_MS_A_1813,1,ja
1833,5,Kfz,normal,-,schmal,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,breit,Doppelstrich,Längs,A,,01_MS_A_1833,1,ja
1837,5,Tram,normal,-,schmal,FS-Parken/Seitenraum,Asphalt - farbig,schmal,unterbrochen,-,breit,Doppelstrich,Längs,A,,01_MS_A_1837,1,ja
1857,5,Kfz,normal,-,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,breit,Doppelstrich,Längs,A,,01_MS_A_1857,1,ja
1861,5,Tram,normal,-,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,unterbrochen,-,breit,Doppelstrich,Längs,A,,01_MS_A_1861,1,ja
1881,5,Kfz,normal,-,schmal,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,breit,Doppelstrich,Längs,A,,01_MS_A_1881,1,ja
1885,5,Tram,normal,-,schmal,FS-Parken/Seitenraum,Asphalt,breit,Doppellinie,-,breit,Doppelstrich,Längs,A,,01_MS_A_1885,1,ja
1905,5,Kfz,normal,-,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,breit,Doppelstrich,Längs,A,,01_MS_A_1905,1,ja
1909,5,Tram,normal,-,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Doppellinie,-,breit,Doppelstrich,Längs,A,,01_MS_A_1909,1,ja
1929,5,Kfz,normal,-,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,breit,Doppelstrich,Längs,A,,01_MS_A_1929,1,ja
1933,5,Tram,normal,-,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Doppellinie,-,breit,Doppelstrich,Längs,A,,01_MS_A_1933,1,ja
1953,5,Kfz,normal,-,schmal,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,breit,Doppelstrich,Längs,A,,01_MS_A_1953,1,ja
1957,5,Tram,normal,-,schmal,FS-Parken/Seitenraum,Asphalt,schmal,durchgezogen,-,breit,Doppelstrich,Längs,A,,01_MS_A_1957,1,ja
1977,5,Kfz,normal,-,schmal,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,breit,Doppelstrich,Längs,A,,01_MS_A_1977,1,ja
1981,5,Tram,normal,-,schmal,FS-Parken/Seitenraum,Asphalt - farbig,schmal,durchgezogen,-,breit,Doppelstrich,Längs,A,,01_MS_A_1981,1,ja
2001,5,Kfz,normal,-,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,breit,Doppelstrich,Längs,A,,01_MS_A_2001,1,ja
2005,5,Tram,normal,-,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,schmal,durchgezogen,-,breit,Doppelstrich,Längs,A,,01_MS_A_2005,1,ja
2025,5,Kfz,normal,-,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,breit,Doppelstrich,Längs,A,,01_MS_A_2025,1,ja
2029,5,Tram,normal,-,schmal,FS-Parken/Seitenraum,Asphalt,breit,Schraffiert,-,breit,Doppelstrich,Längs,A,,01_MS_A_2029,1,ja
2049,5,Kfz,normal,-,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,breit,Doppelstrich,Längs,A,,01_MS_A_2049,1,ja
2053,5,Tram,normal,-,schmal,FS-Parken/Seitenraum,Asphalt - farbig,breit,Schraffiert,-,breit,Doppelstrich,Längs,A,,01_MS_A_2053,1,ja
2073,5,Kfz,normal,-,schmal,FS-Parken/Seitenraum,Asphalt - farbig Schraffur,breit,Schraffiert,-,breit,Doppelstrich,Längs,A,,01_MS_A_2073,1,ja
