SR_lD,Basisszenario,Kamera,Links_RVA,Tr_li-Breite,Tr_li-Art,Tr_li_baulTrennung,RVA-Breite,Tr_re-Breite,Tr_re-Art,GW-Breite,GW-Geschaeftsnutzung,Haeuserfront,SceneID,Häufigkeit
546,05,P,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,schmal,-,-,breit,ja,normal,01_CP_P_546,1
547,05,P,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,schmal,-,-,breit,ja,normal,01_CP_P_547,1
548,05,P,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,schmal,-,-,breit,ja,normal,01_CP_P_548,1
549,05,P,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,schmal,-,-,breit,ja,normal,01_CP_P_549,1
550,05,P,Fahrstreifen,-,-,-,schmal,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_550,1
551,05,P,Fahrstreifen,schmal,Gruenstreifen,-,schmal,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_551,1
552,05,P,Fahrstreifen,schmal,Aufpflasterung,-,schmal,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_552,1
553,05,P,Fahrstreifen,breit,Gruenstreifen,-,schmal,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_553,1
554,05,P,Fahrstreifen,breit,Aufpflasterung,-,schmal,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_554,1
555,05,P,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,schmal,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_555,1
556,05,P,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,schmal,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_556,1
557,05,P,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,schmal,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_557,1
558,05,P,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,schmal,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_558,1
559,05,P,Fahrstreifen,-,-,-,schmal,breit,Gruenstreifen,breit,ja,normal,01_CP_P_559,1
560,05,P,Fahrstreifen,schmal,Gruenstreifen,-,schmal,breit,Gruenstreifen,breit,ja,normal,01_CP_P_560,1
561,05,P,Fahrstreifen,schmal,Aufpflasterung,-,schmal,breit,Gruenstreifen,breit,ja,normal,01_CP_P_561,1
562,05,P,Fahrstreifen,breit,Gruenstreifen,-,schmal,breit,Gruenstreifen,breit,ja,normal,01_CP_P_562,1
563,05,P,Fahrstreifen,breit,Aufpflasterung,-,schmal,breit,Gruenstreifen,breit,ja,normal,01_CP_P_563,1
564,05,P,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,schmal,breit,Gruenstreifen,breit,ja,normal,01_CP_P_564,1
565,05,P,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,schmal,breit,Gruenstreifen,breit,ja,normal,01_CP_P_565,1
566,05,P,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,schmal,breit,Gruenstreifen,breit,ja,normal,01_CP_P_566,1
567,05,P,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,schmal,breit,Gruenstreifen,breit,ja,normal,01_CP_P_567,1
568,05,P,Fahrstreifen,-,-,-,schmal,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_568,1
569,05,P,Fahrstreifen,schmal,Gruenstreifen,-,schmal,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_569,1
570,05,P,Fahrstreifen,schmal,Aufpflasterung,-,schmal,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_570,1
571,05,P,Fahrstreifen,breit,Gruenstreifen,-,schmal,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_571,1
572,05,P,Fahrstreifen,breit,Aufpflasterung,-,schmal,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_572,1
573,05,P,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,schmal,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_573,1
574,05,P,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,schmal,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_574,1
575,05,P,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,schmal,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_575,1
576,05,P,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,schmal,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_576,1
577,05,P,Fahrstreifen,-,-,-,schmal,breit,Aufpflasterung,breit,ja,normal,01_CP_P_577,1
578,05,P,Fahrstreifen,schmal,Gruenstreifen,-,schmal,breit,Aufpflasterung,breit,ja,normal,01_CP_P_578,1
579,05,P,Fahrstreifen,schmal,Aufpflasterung,-,schmal,breit,Aufpflasterung,breit,ja,normal,01_CP_P_579,1
580,05,P,Fahrstreifen,breit,Gruenstreifen,-,schmal,breit,Aufpflasterung,breit,ja,normal,01_CP_P_580,1
581,05,P,Fahrstreifen,breit,Aufpflasterung,-,schmal,breit,Aufpflasterung,breit,ja,normal,01_CP_P_581,1
582,05,P,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,schmal,breit,Aufpflasterung,breit,ja,normal,01_CP_P_582,1
583,05,P,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,schmal,breit,Aufpflasterung,breit,ja,normal,01_CP_P_583,1
584,05,P,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,schmal,breit,Aufpflasterung,breit,ja,normal,01_CP_P_584,1
585,05,P,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,schmal,breit,Aufpflasterung,breit,ja,normal,01_CP_P_585,1
586,05,P,Gruenanlage,-,-,-,schmal,-,-,breit,-,normal,01_CP_P_586,1
587,05,P,Gruenanlage,schmal,Gruenstreifen,-,schmal,-,-,breit,-,normal,01_CP_P_587,1
588,05,P,Gruenanlage,schmal,Aufpflasterung,-,schmal,-,-,breit,-,normal,01_CP_P_588,1
589,05,P,Gruenanlage,breit,Gruenstreifen,-,schmal,-,-,breit,-,normal,01_CP_P_589,1
590,05,P,Gruenanlage,breit,Aufpflasterung,-,schmal,-,-,breit,-,normal,01_CP_P_590,1
591,05,P,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,schmal,-,-,breit,-,normal,01_CP_P_591,1
592,05,P,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,schmal,-,-,breit,-,normal,01_CP_P_592,1
593,05,P,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,schmal,-,-,breit,-,normal,01_CP_P_593,1
594,05,P,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,schmal,-,-,breit,-,normal,01_CP_P_594,1
595,05,P,Gruenanlage,-,-,-,schmal,schmal,Gruenstreifen,breit,-,normal,01_CP_P_595,1
596,05,P,Gruenanlage,schmal,Gruenstreifen,-,schmal,schmal,Gruenstreifen,breit,-,normal,01_CP_P_596,1
597,05,P,Gruenanlage,schmal,Aufpflasterung,-,schmal,schmal,Gruenstreifen,breit,-,normal,01_CP_P_597,1
598,05,P,Gruenanlage,breit,Gruenstreifen,-,schmal,schmal,Gruenstreifen,breit,-,normal,01_CP_P_598,1
599,05,P,Gruenanlage,breit,Aufpflasterung,-,schmal,schmal,Gruenstreifen,breit,-,normal,01_CP_P_599,1
600,05,P,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,schmal,schmal,Gruenstreifen,breit,-,normal,01_CP_P_600,1
601,05,P,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,schmal,schmal,Gruenstreifen,breit,-,normal,01_CP_P_601,1
602,05,P,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,schmal,schmal,Gruenstreifen,breit,-,normal,01_CP_P_602,1
603,05,P,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,schmal,schmal,Gruenstreifen,breit,-,normal,01_CP_P_603,1
604,05,P,Gruenanlage,-,-,-,schmal,breit,Gruenstreifen,breit,-,normal,01_CP_P_604,1
605,05,P,Gruenanlage,schmal,Gruenstreifen,-,schmal,breit,Gruenstreifen,breit,-,normal,01_CP_P_605,1
606,05,P,Gruenanlage,schmal,Aufpflasterung,-,schmal,breit,Gruenstreifen,breit,-,normal,01_CP_P_606,1
607,05,P,Gruenanlage,breit,Gruenstreifen,-,schmal,breit,Gruenstreifen,breit,-,normal,01_CP_P_607,1
608,05,P,Gruenanlage,breit,Aufpflasterung,-,schmal,breit,Gruenstreifen,breit,-,normal,01_CP_P_608,1
609,05,P,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,schmal,breit,Gruenstreifen,breit,-,normal,01_CP_P_609,1
610,05,P,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,schmal,breit,Gruenstreifen,breit,-,normal,01_CP_P_610,1
611,05,P,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,schmal,breit,Gruenstreifen,breit,-,normal,01_CP_P_611,1
612,05,P,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,schmal,breit,Gruenstreifen,breit,-,normal,01_CP_P_612,1
613,05,P,Gruenanlage,-,-,-,schmal,schmal,Aufpflasterung,breit,-,normal,01_CP_P_613,1
614,05,P,Gruenanlage,schmal,Gruenstreifen,-,schmal,schmal,Aufpflasterung,breit,-,normal,01_CP_P_614,1
615,05,P,Gruenanlage,schmal,Aufpflasterung,-,schmal,schmal,Aufpflasterung,breit,-,normal,01_CP_P_615,1
616,05,P,Gruenanlage,breit,Gruenstreifen,-,schmal,schmal,Aufpflasterung,breit,-,normal,01_CP_P_616,1
617,05,P,Gruenanlage,breit,Aufpflasterung,-,schmal,schmal,Aufpflasterung,breit,-,normal,01_CP_P_617,1
618,05,P,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,schmal,schmal,Aufpflasterung,breit,-,normal,01_CP_P_618,1
619,05,P,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,schmal,schmal,Aufpflasterung,breit,-,normal,01_CP_P_619,1
620,05,P,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,schmal,schmal,Aufpflasterung,breit,-,normal,01_CP_P_620,1
621,05,P,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,schmal,schmal,Aufpflasterung,breit,-,normal,01_CP_P_621,1
622,05,P,Gruenanlage,-,-,-,schmal,breit,Aufpflasterung,breit,-,normal,01_CP_P_622,1
623,05,P,Gruenanlage,schmal,Gruenstreifen,-,schmal,breit,Aufpflasterung,breit,-,normal,01_CP_P_623,1
624,05,P,Gruenanlage,schmal,Aufpflasterung,-,schmal,breit,Aufpflasterung,breit,-,normal,01_CP_P_624,1
625,05,P,Gruenanlage,breit,Gruenstreifen,-,schmal,breit,Aufpflasterung,breit,-,normal,01_CP_P_625,1
626,05,P,Gruenanlage,breit,Aufpflasterung,-,schmal,breit,Aufpflasterung,breit,-,normal,01_CP_P_626,1
627,05,P,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,schmal,breit,Aufpflasterung,breit,-,normal,01_CP_P_627,1
628,05,P,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,schmal,breit,Aufpflasterung,breit,-,normal,01_CP_P_628,1
629,05,P,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,schmal,breit,Aufpflasterung,breit,-,normal,01_CP_P_629,1
630,05,P,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,schmal,breit,Aufpflasterung,breit,-,normal,01_CP_P_630,1
631,05,P,Gruenanlage,-,-,-,schmal,-,-,breit,ja,normal,01_CP_P_631,1
632,05,P,Gruenanlage,schmal,Gruenstreifen,-,schmal,-,-,breit,ja,normal,01_CP_P_632,1
633,05,P,Gruenanlage,schmal,Aufpflasterung,-,schmal,-,-,breit,ja,normal,01_CP_P_633,1
634,05,P,Gruenanlage,breit,Gruenstreifen,-,schmal,-,-,breit,ja,normal,01_CP_P_634,1
635,05,P,Gruenanlage,breit,Aufpflasterung,-,schmal,-,-,breit,ja,normal,01_CP_P_635,1
636,05,P,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,schmal,-,-,breit,ja,normal,01_CP_P_636,1
637,05,P,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,schmal,-,-,breit,ja,normal,01_CP_P_637,1
638,05,P,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,schmal,-,-,breit,ja,normal,01_CP_P_638,1
639,05,P,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,schmal,-,-,breit,ja,normal,01_CP_P_639,1
640,05,P,Gruenanlage,-,-,-,schmal,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_640,1
641,05,P,Gruenanlage,schmal,Gruenstreifen,-,schmal,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_641,1
642,05,P,Gruenanlage,schmal,Aufpflasterung,-,schmal,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_642,1
643,05,P,Gruenanlage,breit,Gruenstreifen,-,schmal,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_643,1
644,05,P,Gruenanlage,breit,Aufpflasterung,-,schmal,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_644,1
645,05,P,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,schmal,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_645,1
646,05,P,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,schmal,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_646,1
647,05,P,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,schmal,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_647,1
648,05,P,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,schmal,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_648,1
649,05,P,Gruenanlage,-,-,-,schmal,breit,Gruenstreifen,breit,ja,normal,01_CP_P_649,1
650,05,P,Gruenanlage,schmal,Gruenstreifen,-,schmal,breit,Gruenstreifen,breit,ja,normal,01_CP_P_650,1
651,05,P,Gruenanlage,schmal,Aufpflasterung,-,schmal,breit,Gruenstreifen,breit,ja,normal,01_CP_P_651,1
652,05,P,Gruenanlage,breit,Gruenstreifen,-,schmal,breit,Gruenstreifen,breit,ja,normal,01_CP_P_652,1
653,05,P,Gruenanlage,breit,Aufpflasterung,-,schmal,breit,Gruenstreifen,breit,ja,normal,01_CP_P_653,1
654,05,P,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,schmal,breit,Gruenstreifen,breit,ja,normal,01_CP_P_654,1
655,05,P,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,schmal,breit,Gruenstreifen,breit,ja,normal,01_CP_P_655,1
656,05,P,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,schmal,breit,Gruenstreifen,breit,ja,normal,01_CP_P_656,1
657,05,P,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,schmal,breit,Gruenstreifen,breit,ja,normal,01_CP_P_657,1
658,05,P,Gruenanlage,-,-,-,schmal,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_658,1
659,05,P,Gruenanlage,schmal,Gruenstreifen,-,schmal,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_659,1
660,05,P,Gruenanlage,schmal,Aufpflasterung,-,schmal,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_660,1
661,05,P,Gruenanlage,breit,Gruenstreifen,-,schmal,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_661,1
662,05,P,Gruenanlage,breit,Aufpflasterung,-,schmal,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_662,1
663,05,P,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,schmal,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_663,1
664,05,P,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,schmal,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_664,1
665,05,P,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,schmal,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_665,1
666,05,P,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,schmal,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_666,1
667,05,P,Gruenanlage,-,-,-,schmal,breit,Aufpflasterung,breit,ja,normal,01_CP_P_667,1
668,05,P,Gruenanlage,schmal,Gruenstreifen,-,schmal,breit,Aufpflasterung,breit,ja,normal,01_CP_P_668,1
669,05,P,Gruenanlage,schmal,Aufpflasterung,-,schmal,breit,Aufpflasterung,breit,ja,normal,01_CP_P_669,1
670,05,P,Gruenanlage,breit,Gruenstreifen,-,schmal,breit,Aufpflasterung,breit,ja,normal,01_CP_P_670,1
671,05,P,Gruenanlage,breit,Aufpflasterung,-,schmal,breit,Aufpflasterung,breit,ja,normal,01_CP_P_671,1
672,05,P,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,schmal,breit,Aufpflasterung,breit,ja,normal,01_CP_P_672,1
673,05,P,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,schmal,breit,Aufpflasterung,breit,ja,normal,01_CP_P_673,1
674,05,P,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,schmal,breit,Aufpflasterung,breit,ja,normal,01_CP_P_674,1
675,05,P,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,schmal,breit,Aufpflasterung,breit,ja,normal,01_CP_P_675,1
136,02,A,Fahrstreifen,-,-,-,schmal,-,-,schmal,-,normal,01_CP_A_136,1
137,02,A,Fahrstreifen,schmal,Gruenstreifen,-,schmal,-,-,schmal,-,normal,01_CP_A_137,1
138,02,A,Fahrstreifen,schmal,Aufpflasterung,-,schmal,-,-,schmal,-,normal,01_CP_A_138,1
139,02,A,Fahrstreifen,breit,Gruenstreifen,-,schmal,-,-,schmal,-,normal,01_CP_A_139,1
140,02,A,Fahrstreifen,breit,Aufpflasterung,-,schmal,-,-,schmal,-,normal,01_CP_A_140,1
141,02,A,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,schmal,-,-,schmal,-,normal,01_CP_A_141,1
142,02,A,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,schmal,-,-,schmal,-,normal,01_CP_A_142,1
143,02,A,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,schmal,-,-,schmal,-,normal,01_CP_A_143,1
144,02,A,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,schmal,-,-,schmal,-,normal,01_CP_A_144,1
145,02,A,Fahrstreifen,-,-,-,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_A_145,1
146,02,A,Fahrstreifen,schmal,Gruenstreifen,-,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_A_146,1
147,02,A,Fahrstreifen,schmal,Aufpflasterung,-,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_A_147,1
148,02,A,Fahrstreifen,breit,Gruenstreifen,-,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_A_148,1
149,02,A,Fahrstreifen,breit,Aufpflasterung,-,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_A_149,1
150,02,A,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_A_150,1
151,02,A,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_A_151,1
152,02,A,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_A_152,1
153,02,A,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,schmal,schmal,Gruenstreifen,schmal,-,normal,01_CP_A_153,1
154,02,A,Fahrstreifen,-,-,-,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_A_154,1
155,02,A,Fahrstreifen,schmal,Gruenstreifen,-,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_A_155,1
156,02,A,Fahrstreifen,schmal,Aufpflasterung,-,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_A_156,1
157,02,A,Fahrstreifen,breit,Gruenstreifen,-,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_A_157,1
158,02,A,Fahrstreifen,breit,Aufpflasterung,-,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_A_158,1
159,02,A,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_A_159,1
160,02,A,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_A_160,1
161,02,A,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_A_161,1
162,02,A,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,schmal,breit,Gruenstreifen,schmal,-,normal,01_CP_A_162,1
163,02,A,Fahrstreifen,-,-,-,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_A_163,1
164,02,A,Fahrstreifen,schmal,Gruenstreifen,-,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_A_164,1
165,02,A,Fahrstreifen,schmal,Aufpflasterung,-,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_A_165,1
166,02,A,Fahrstreifen,breit,Gruenstreifen,-,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_A_166,1
167,02,A,Fahrstreifen,breit,Aufpflasterung,-,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_A_167,1
168,02,A,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_A_168,1
169,02,A,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_A_169,1
170,02,A,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_A_170,1
171,02,A,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,-,normal,01_CP_A_171,1
172,02,A,Fahrstreifen,-,-,-,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_A_172,1
173,02,A,Fahrstreifen,schmal,Gruenstreifen,-,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_A_173,1
174,02,A,Fahrstreifen,schmal,Aufpflasterung,-,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_A_174,1
175,02,A,Fahrstreifen,breit,Gruenstreifen,-,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_A_175,1
176,02,A,Fahrstreifen,breit,Aufpflasterung,-,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_A_176,1
177,02,A,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_A_177,1
178,02,A,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_A_178,1
179,02,A,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_A_179,1
180,02,A,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,schmal,breit,Aufpflasterung,schmal,-,normal,01_CP_A_180,1
181,02,A,Fahrstreifen,-,-,-,schmal,-,-,schmal,ja,normal,01_CP_A_181,1
182,02,A,Fahrstreifen,schmal,Gruenstreifen,-,schmal,-,-,schmal,ja,normal,01_CP_A_182,1
183,02,A,Fahrstreifen,schmal,Aufpflasterung,-,schmal,-,-,schmal,ja,normal,01_CP_A_183,1
184,02,A,Fahrstreifen,breit,Gruenstreifen,-,schmal,-,-,schmal,ja,normal,01_CP_A_184,1
185,02,A,Fahrstreifen,breit,Aufpflasterung,-,schmal,-,-,schmal,ja,normal,01_CP_A_185,1
186,02,A,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,schmal,-,-,schmal,ja,normal,01_CP_A_186,1
187,02,A,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,schmal,-,-,schmal,ja,normal,01_CP_A_187,1
188,02,A,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,schmal,-,-,schmal,ja,normal,01_CP_A_188,1
189,02,A,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,schmal,-,-,schmal,ja,normal,01_CP_A_189,1
190,02,A,Fahrstreifen,-,-,-,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_A_190,1
191,02,A,Fahrstreifen,schmal,Gruenstreifen,-,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_A_191,1
192,02,A,Fahrstreifen,schmal,Aufpflasterung,-,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_A_192,1
193,02,A,Fahrstreifen,breit,Gruenstreifen,-,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_A_193,1
194,02,A,Fahrstreifen,breit,Aufpflasterung,-,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_A_194,1
195,02,A,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_A_195,1
196,02,A,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_A_196,1
197,02,A,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_A_197,1
198,02,A,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,schmal,schmal,Gruenstreifen,schmal,ja,normal,01_CP_A_198,1
199,02,A,Fahrstreifen,-,-,-,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_A_199,1
200,02,A,Fahrstreifen,schmal,Gruenstreifen,-,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_A_200,1
201,02,A,Fahrstreifen,schmal,Aufpflasterung,-,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_A_201,1
202,02,A,Fahrstreifen,breit,Gruenstreifen,-,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_A_202,1
203,02,A,Fahrstreifen,breit,Aufpflasterung,-,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_A_203,1
204,02,A,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_A_204,1
205,02,A,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_A_205,1
206,02,A,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_A_206,1
207,02,A,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,schmal,breit,Gruenstreifen,schmal,ja,normal,01_CP_A_207,1
208,02,A,Fahrstreifen,-,-,-,schmal,schmal,Aufpflasterung,schmal,ja,normal,01_CP_A_208,1
209,02,A,Fahrstreifen,schmal,Gruenstreifen,-,schmal,schmal,Aufpflasterung,schmal,ja,normal,01_CP_A_209,1
210,02,A,Fahrstreifen,schmal,Aufpflasterung,-,schmal,schmal,Aufpflasterung,schmal,ja,normal,01_CP_A_210,1
211,02,A,Fahrstreifen,breit,Gruenstreifen,-,schmal,schmal,Aufpflasterung,schmal,ja,normal,01_CP_A_211,1
212,02,A,Fahrstreifen,breit,Aufpflasterung,-,schmal,schmal,Aufpflasterung,schmal,ja,normal,01_CP_A_212,1
213,02,A,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,ja,normal,01_CP_A_213,1
214,02,A,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,schmal,schmal,Aufpflasterung,schmal,ja,normal,01_CP_A_214,1
