SR_lD,Basisszenario,Kamera,Links_RVA,Tr_li-Breite,Tr_li-Art,Tr_li_baulTrennung,RVA-Breite,Tr_re-Breite,Tr_re-Art,GW-Breite,GW-Geschaeftsnutzung,Haeuserfront,SceneID,Häufigkeit
1057,11,P,Fahrstreifen,breit,Gruenstreifen,-,breit,breit,Gruenstreifen,breit,-,normal,01_CP_P_1057,1
1058,11,P,Fahrstreifen,breit,Aufpflasterung,-,breit,breit,Gruenstreifen,breit,-,normal,01_CP_P_1058,1
1059,11,P,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,breit,breit,Gruenstreifen,breit,-,normal,01_CP_P_1059,1
1060,11,P,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,breit,breit,Gruenstreifen,breit,-,normal,01_CP_P_1060,1
1061,11,P,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,breit,breit,Gruenstreifen,breit,-,normal,01_CP_P_1061,1
1062,11,P,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,breit,breit,Gruenstreifen,breit,-,normal,01_CP_P_1062,1
1063,11,P,Fahrstreifen,-,-,-,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_P_1063,1
1064,11,P,Fahrstreifen,schmal,Gruenstreifen,-,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_P_1064,1
1065,11,P,Fahrstreifen,schmal,Aufpflasterung,-,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_P_1065,1
1066,11,P,Fahrstreifen,breit,Gruenstreifen,-,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_P_1066,1
1067,11,P,Fahrstreifen,breit,Aufpflasterung,-,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_P_1067,1
1068,11,P,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_P_1068,1
1069,11,P,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_P_1069,1
1070,11,P,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_P_1070,1
1071,11,P,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_P_1071,1
1072,11,P,Fahrstreifen,-,-,-,breit,breit,Aufpflasterung,breit,-,normal,01_CP_P_1072,1
1073,11,P,Fahrstreifen,schmal,Gruenstreifen,-,breit,breit,Aufpflasterung,breit,-,normal,01_CP_P_1073,1
1074,11,P,Fahrstreifen,schmal,Aufpflasterung,-,breit,breit,Aufpflasterung,breit,-,normal,01_CP_P_1074,1
1075,11,P,Fahrstreifen,breit,Gruenstreifen,-,breit,breit,Aufpflasterung,breit,-,normal,01_CP_P_1075,1
1076,11,P,Fahrstreifen,breit,Aufpflasterung,-,breit,breit,Aufpflasterung,breit,-,normal,01_CP_P_1076,1
1077,11,P,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,breit,breit,Aufpflasterung,breit,-,normal,01_CP_P_1077,1
1078,11,P,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,breit,breit,Aufpflasterung,breit,-,normal,01_CP_P_1078,1
1079,11,P,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,breit,breit,Aufpflasterung,breit,-,normal,01_CP_P_1079,1
1080,11,P,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,breit,breit,Aufpflasterung,breit,-,normal,01_CP_P_1080,1
1081,11,P,Fahrstreifen,-,-,-,breit,-,-,breit,ja,normal,01_CP_P_1081,1
1082,11,P,Fahrstreifen,schmal,Gruenstreifen,-,breit,-,-,breit,ja,normal,01_CP_P_1082,1
1083,11,P,Fahrstreifen,schmal,Aufpflasterung,-,breit,-,-,breit,ja,normal,01_CP_P_1083,1
1084,11,P,Fahrstreifen,breit,Gruenstreifen,-,breit,-,-,breit,ja,normal,01_CP_P_1084,1
1085,11,P,Fahrstreifen,breit,Aufpflasterung,-,breit,-,-,breit,ja,normal,01_CP_P_1085,1
1086,11,P,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,breit,-,-,breit,ja,normal,01_CP_P_1086,1
1087,11,P,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,breit,-,-,breit,ja,normal,01_CP_P_1087,1
1088,11,P,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,breit,-,-,breit,ja,normal,01_CP_P_1088,1
1089,11,P,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,breit,-,-,breit,ja,normal,01_CP_P_1089,1
1090,11,P,Fahrstreifen,-,-,-,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_1090,1
1091,11,P,Fahrstreifen,schmal,Gruenstreifen,-,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_1091,1
1092,11,P,Fahrstreifen,schmal,Aufpflasterung,-,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_1092,1
1093,11,P,Fahrstreifen,breit,Gruenstreifen,-,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_1093,1
1094,11,P,Fahrstreifen,breit,Aufpflasterung,-,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_1094,1
1095,11,P,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_1095,1
1096,11,P,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_1096,1
1097,11,P,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_1097,1
1098,11,P,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_1098,1
1099,11,P,Fahrstreifen,-,-,-,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_P_1099,1
1100,11,P,Fahrstreifen,schmal,Gruenstreifen,-,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_P_1100,1
1101,11,P,Fahrstreifen,schmal,Aufpflasterung,-,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_P_1101,1
1102,11,P,Fahrstreifen,breit,Gruenstreifen,-,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_P_1102,1
1103,11,P,Fahrstreifen,breit,Aufpflasterung,-,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_P_1103,1
1104,11,P,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_P_1104,1
1105,11,P,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_P_1105,1
1106,11,P,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_P_1106,1
1107,11,P,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_P_1107,1
1108,11,P,Fahrstreifen,-,-,-,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_1108,1
1109,11,P,Fahrstreifen,schmal,Gruenstreifen,-,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_1109,1
1110,11,P,Fahrstreifen,schmal,Aufpflasterung,-,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_1110,1
1111,11,P,Fahrstreifen,breit,Gruenstreifen,-,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_1111,1
1112,11,P,Fahrstreifen,breit,Aufpflasterung,-,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_1112,1
1113,11,P,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_1113,1
1114,11,P,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_1114,1
1115,11,P,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_1115,1
1116,11,P,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_1116,1
1117,11,P,Fahrstreifen,-,-,-,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_P_1117,1
1118,11,P,Fahrstreifen,schmal,Gruenstreifen,-,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_P_1118,1
1119,11,P,Fahrstreifen,schmal,Aufpflasterung,-,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_P_1119,1
1120,11,P,Fahrstreifen,breit,Gruenstreifen,-,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_P_1120,1
1121,11,P,Fahrstreifen,breit,Aufpflasterung,-,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_P_1121,1
1122,11,P,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_P_1122,1
1123,11,P,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_P_1123,1
1124,11,P,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_P_1124,1
1125,11,P,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_P_1125,1
1126,11,P,Gruenanlage,-,-,-,breit,-,-,breit,-,normal,01_CP_P_1126,1
1127,11,P,Gruenanlage,schmal,Gruenstreifen,-,breit,-,-,breit,-,normal,01_CP_P_1127,1
1128,11,P,Gruenanlage,schmal,Aufpflasterung,-,breit,-,-,breit,-,normal,01_CP_P_1128,1
1129,11,P,Gruenanlage,breit,Gruenstreifen,-,breit,-,-,breit,-,normal,01_CP_P_1129,1
1130,11,P,Gruenanlage,breit,Aufpflasterung,-,breit,-,-,breit,-,normal,01_CP_P_1130,1
1131,11,P,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,breit,-,-,breit,-,normal,01_CP_P_1131,1
1132,11,P,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,breit,-,-,breit,-,normal,01_CP_P_1132,1
1133,11,P,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,breit,-,-,breit,-,normal,01_CP_P_1133,1
1134,11,P,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,breit,-,-,breit,-,normal,01_CP_P_1134,1
1135,11,P,Gruenanlage,-,-,-,breit,schmal,Gruenstreifen,breit,-,normal,01_CP_P_1135,1
1136,11,P,Gruenanlage,schmal,Gruenstreifen,-,breit,schmal,Gruenstreifen,breit,-,normal,01_CP_P_1136,1
1137,11,P,Gruenanlage,schmal,Aufpflasterung,-,breit,schmal,Gruenstreifen,breit,-,normal,01_CP_P_1137,1
1138,11,P,Gruenanlage,breit,Gruenstreifen,-,breit,schmal,Gruenstreifen,breit,-,normal,01_CP_P_1138,1
1139,11,P,Gruenanlage,breit,Aufpflasterung,-,breit,schmal,Gruenstreifen,breit,-,normal,01_CP_P_1139,1
1140,11,P,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,breit,schmal,Gruenstreifen,breit,-,normal,01_CP_P_1140,1
1141,11,P,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,breit,schmal,Gruenstreifen,breit,-,normal,01_CP_P_1141,1
1142,11,P,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,breit,schmal,Gruenstreifen,breit,-,normal,01_CP_P_1142,1
1143,11,P,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,breit,schmal,Gruenstreifen,breit,-,normal,01_CP_P_1143,1
1144,11,P,Gruenanlage,-,-,-,breit,breit,Gruenstreifen,breit,-,normal,01_CP_P_1144,1
1145,11,P,Gruenanlage,schmal,Gruenstreifen,-,breit,breit,Gruenstreifen,breit,-,normal,01_CP_P_1145,1
1146,11,P,Gruenanlage,schmal,Aufpflasterung,-,breit,breit,Gruenstreifen,breit,-,normal,01_CP_P_1146,1
1147,11,P,Gruenanlage,breit,Gruenstreifen,-,breit,breit,Gruenstreifen,breit,-,normal,01_CP_P_1147,1
1148,11,P,Gruenanlage,breit,Aufpflasterung,-,breit,breit,Gruenstreifen,breit,-,normal,01_CP_P_1148,1
1149,11,P,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,breit,breit,Gruenstreifen,breit,-,normal,01_CP_P_1149,1
1150,11,P,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,breit,breit,Gruenstreifen,breit,-,normal,01_CP_P_1150,1
1151,11,P,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,breit,breit,Gruenstreifen,breit,-,normal,01_CP_P_1151,1
1152,11,P,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,breit,breit,Gruenstreifen,breit,-,normal,01_CP_P_1152,1
1153,11,P,Gruenanlage,-,-,-,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_P_1153,1
1154,11,P,Gruenanlage,schmal,Gruenstreifen,-,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_P_1154,1
1155,11,P,Gruenanlage,schmal,Aufpflasterung,-,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_P_1155,1
1156,11,P,Gruenanlage,breit,Gruenstreifen,-,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_P_1156,1
1157,11,P,Gruenanlage,breit,Aufpflasterung,-,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_P_1157,1
1158,11,P,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_P_1158,1
1159,11,P,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_P_1159,1
1160,11,P,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_P_1160,1
1161,11,P,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,breit,schmal,Aufpflasterung,breit,-,normal,01_CP_P_1161,1
1162,11,P,Gruenanlage,-,-,-,breit,breit,Aufpflasterung,breit,-,normal,01_CP_P_1162,1
1163,11,P,Gruenanlage,schmal,Gruenstreifen,-,breit,breit,Aufpflasterung,breit,-,normal,01_CP_P_1163,1
1164,11,P,Gruenanlage,schmal,Aufpflasterung,-,breit,breit,Aufpflasterung,breit,-,normal,01_CP_P_1164,1
1165,11,P,Gruenanlage,breit,Gruenstreifen,-,breit,breit,Aufpflasterung,breit,-,normal,01_CP_P_1165,1
1166,11,P,Gruenanlage,breit,Aufpflasterung,-,breit,breit,Aufpflasterung,breit,-,normal,01_CP_P_1166,1
1167,11,P,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,breit,breit,Aufpflasterung,breit,-,normal,01_CP_P_1167,1
1168,11,P,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,breit,breit,Aufpflasterung,breit,-,normal,01_CP_P_1168,1
1169,11,P,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,breit,breit,Aufpflasterung,breit,-,normal,01_CP_P_1169,1
1170,11,P,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,breit,breit,Aufpflasterung,breit,-,normal,01_CP_P_1170,1
1171,11,P,Gruenanlage,-,-,-,breit,-,-,breit,ja,normal,01_CP_P_1171,1
1172,11,P,Gruenanlage,schmal,Gruenstreifen,-,breit,-,-,breit,ja,normal,01_CP_P_1172,1
1173,11,P,Gruenanlage,schmal,Aufpflasterung,-,breit,-,-,breit,ja,normal,01_CP_P_1173,1
1174,11,P,Gruenanlage,breit,Gruenstreifen,-,breit,-,-,breit,ja,normal,01_CP_P_1174,1
1175,11,P,Gruenanlage,breit,Aufpflasterung,-,breit,-,-,breit,ja,normal,01_CP_P_1175,1
1176,11,P,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,breit,-,-,breit,ja,normal,01_CP_P_1176,1
1177,11,P,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,breit,-,-,breit,ja,normal,01_CP_P_1177,1
1178,11,P,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,breit,-,-,breit,ja,normal,01_CP_P_1178,1
1179,11,P,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,breit,-,-,breit,ja,normal,01_CP_P_1179,1
1180,11,P,Gruenanlage,-,-,-,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_1180,1
1181,11,P,Gruenanlage,schmal,Gruenstreifen,-,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_1181,1
1182,11,P,Gruenanlage,schmal,Aufpflasterung,-,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_1182,1
1183,11,P,Gruenanlage,breit,Gruenstreifen,-,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_1183,1
1184,11,P,Gruenanlage,breit,Aufpflasterung,-,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_1184,1
1185,11,P,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_1185,1
1186,11,P,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_1186,1
1187,11,P,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_1187,1
1188,11,P,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,breit,schmal,Gruenstreifen,breit,ja,normal,01_CP_P_1188,1
1189,11,P,Gruenanlage,-,-,-,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_P_1189,1
1190,11,P,Gruenanlage,schmal,Gruenstreifen,-,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_P_1190,1
1191,11,P,Gruenanlage,schmal,Aufpflasterung,-,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_P_1191,1
1192,11,P,Gruenanlage,breit,Gruenstreifen,-,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_P_1192,1
1193,11,P,Gruenanlage,breit,Aufpflasterung,-,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_P_1193,1
1194,11,P,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_P_1194,1
1195,11,P,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_P_1195,1
1196,11,P,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_P_1196,1
1197,11,P,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,breit,breit,Gruenstreifen,breit,ja,normal,01_CP_P_1197,1
1198,11,P,Gruenanlage,-,-,-,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_1198,1
1199,11,P,Gruenanlage,schmal,Gruenstreifen,-,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_1199,1
1200,11,P,Gruenanlage,schmal,Aufpflasterung,-,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_1200,1
1201,11,P,Gruenanlage,breit,Gruenstreifen,-,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_1201,1
1202,11,P,Gruenanlage,breit,Aufpflasterung,-,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_1202,1
1203,11,P,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_1203,1
1204,11,P,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_1204,1
1205,11,P,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_1205,1
1206,11,P,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,breit,schmal,Aufpflasterung,breit,ja,normal,01_CP_P_1206,1
1207,11,P,Gruenanlage,-,-,-,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_P_1207,1
1208,11,P,Gruenanlage,schmal,Gruenstreifen,-,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_P_1208,1
1209,11,P,Gruenanlage,schmal,Aufpflasterung,-,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_P_1209,1
1210,11,P,Gruenanlage,breit,Gruenstreifen,-,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_P_1210,1
1211,11,P,Gruenanlage,breit,Aufpflasterung,-,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_P_1211,1
1212,11,P,Gruenanlage,schmal,Gruenstreifen,Sperrpfosten,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_P_1212,1
1213,11,P,Gruenanlage,schmal,Aufpflasterung,Sperrpfosten,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_P_1213,1
1214,11,P,Gruenanlage,breit,Gruenstreifen,Sperrpfosten,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_P_1214,1
1215,11,P,Gruenanlage,breit,Aufpflasterung,Sperrpfosten,breit,breit,Aufpflasterung,breit,ja,normal,01_CP_P_1215,1
496,05,P,Fahrstreifen,-,-,-,schmal,-,-,breit,-,normal,01_CP_P_496,1
497,05,P,Fahrstreifen,schmal,Gruenstreifen,-,schmal,-,-,breit,-,normal,01_CP_P_497,1
498,05,P,Fahrstreifen,schmal,Aufpflasterung,-,schmal,-,-,breit,-,normal,01_CP_P_498,1
499,05,P,Fahrstreifen,breit,Gruenstreifen,-,schmal,-,-,breit,-,normal,01_CP_P_499,1
500,05,P,Fahrstreifen,breit,Aufpflasterung,-,schmal,-,-,breit,-,normal,01_CP_P_500,1
501,05,P,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,schmal,-,-,breit,-,normal,01_CP_P_501,1
502,05,P,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,schmal,-,-,breit,-,normal,01_CP_P_502,1
503,05,P,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,schmal,-,-,breit,-,normal,01_CP_P_503,1
504,05,P,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,schmal,-,-,breit,-,normal,01_CP_P_504,1
505,05,P,Fahrstreifen,-,-,-,schmal,schmal,Gruenstreifen,breit,-,normal,01_CP_P_505,1
506,05,P,Fahrstreifen,schmal,Gruenstreifen,-,schmal,schmal,Gruenstreifen,breit,-,normal,01_CP_P_506,1
507,05,P,Fahrstreifen,schmal,Aufpflasterung,-,schmal,schmal,Gruenstreifen,breit,-,normal,01_CP_P_507,1
508,05,P,Fahrstreifen,breit,Gruenstreifen,-,schmal,schmal,Gruenstreifen,breit,-,normal,01_CP_P_508,1
509,05,P,Fahrstreifen,breit,Aufpflasterung,-,schmal,schmal,Gruenstreifen,breit,-,normal,01_CP_P_509,1
510,05,P,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,schmal,schmal,Gruenstreifen,breit,-,normal,01_CP_P_510,1
511,05,P,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,schmal,schmal,Gruenstreifen,breit,-,normal,01_CP_P_511,1
512,05,P,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,schmal,schmal,Gruenstreifen,breit,-,normal,01_CP_P_512,1
513,05,P,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,schmal,schmal,Gruenstreifen,breit,-,normal,01_CP_P_513,1
514,05,P,Fahrstreifen,-,-,-,schmal,breit,Gruenstreifen,breit,-,normal,01_CP_P_514,1
515,05,P,Fahrstreifen,schmal,Gruenstreifen,-,schmal,breit,Gruenstreifen,breit,-,normal,01_CP_P_515,1
516,05,P,Fahrstreifen,schmal,Aufpflasterung,-,schmal,breit,Gruenstreifen,breit,-,normal,01_CP_P_516,1
517,05,P,Fahrstreifen,breit,Gruenstreifen,-,schmal,breit,Gruenstreifen,breit,-,normal,01_CP_P_517,1
518,05,P,Fahrstreifen,breit,Aufpflasterung,-,schmal,breit,Gruenstreifen,breit,-,normal,01_CP_P_518,1
519,05,P,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,schmal,breit,Gruenstreifen,breit,-,normal,01_CP_P_519,1
520,05,P,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,schmal,breit,Gruenstreifen,breit,-,normal,01_CP_P_520,1
521,05,P,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,schmal,breit,Gruenstreifen,breit,-,normal,01_CP_P_521,1
522,05,P,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,schmal,breit,Gruenstreifen,breit,-,normal,01_CP_P_522,1
523,05,P,Fahrstreifen,-,-,-,schmal,schmal,Aufpflasterung,breit,-,normal,01_CP_P_523,1
524,05,P,Fahrstreifen,schmal,Gruenstreifen,-,schmal,schmal,Aufpflasterung,breit,-,normal,01_CP_P_524,1
525,05,P,Fahrstreifen,schmal,Aufpflasterung,-,schmal,schmal,Aufpflasterung,breit,-,normal,01_CP_P_525,1
526,05,P,Fahrstreifen,breit,Gruenstreifen,-,schmal,schmal,Aufpflasterung,breit,-,normal,01_CP_P_526,1
527,05,P,Fahrstreifen,breit,Aufpflasterung,-,schmal,schmal,Aufpflasterung,breit,-,normal,01_CP_P_527,1
528,05,P,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,schmal,schmal,Aufpflasterung,breit,-,normal,01_CP_P_528,1
529,05,P,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,schmal,schmal,Aufpflasterung,breit,-,normal,01_CP_P_529,1
530,05,P,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,schmal,schmal,Aufpflasterung,breit,-,normal,01_CP_P_530,1
531,05,P,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,schmal,schmal,Aufpflasterung,breit,-,normal,01_CP_P_531,1
532,05,P,Fahrstreifen,-,-,-,schmal,breit,Aufpflasterung,breit,-,normal,01_CP_P_532,1
533,05,P,Fahrstreifen,schmal,Gruenstreifen,-,schmal,breit,Aufpflasterung,breit,-,normal,01_CP_P_533,1
534,05,P,Fahrstreifen,schmal,Aufpflasterung,-,schmal,breit,Aufpflasterung,breit,-,normal,01_CP_P_534,1
535,05,P,Fahrstreifen,breit,Gruenstreifen,-,schmal,breit,Aufpflasterung,breit,-,normal,01_CP_P_535,1
536,05,P,Fahrstreifen,breit,Aufpflasterung,-,schmal,breit,Aufpflasterung,breit,-,normal,01_CP_P_536,1
537,05,P,Fahrstreifen,schmal,Gruenstreifen,Sperrpfosten,schmal,breit,Aufpflasterung,breit,-,normal,01_CP_P_537,1
538,05,P,Fahrstreifen,schmal,Aufpflasterung,Sperrpfosten,schmal,breit,Aufpflasterung,breit,-,normal,01_CP_P_538,1
539,05,P,Fahrstreifen,breit,Gruenstreifen,Sperrpfosten,schmal,breit,Aufpflasterung,breit,-,normal,01_CP_P_539,1
540,05,P,Fahrstreifen,breit,Aufpflasterung,Sperrpfosten,schmal,breit,Aufpflasterung,breit,-,normal,01_CP_P_540,1
541,05,P,Fahrstreifen,-,-,-,schmal,-,-,breit,ja,normal,01_CP_P_541,1
542,05,P,Fahrstreifen,schmal,Gruenstreifen,-,schmal,-,-,breit,ja,normal,01_CP_P_542,1
543,05,P,Fahrstreifen,schmal,Aufpflasterung,-,schmal,-,-,breit,ja,normal,01_CP_P_543,1
544,05,P,Fahrstreifen,breit,Gruenstreifen,-,schmal,-,-,breit,ja,normal,01_CP_P_544,1
545,05,P,Fahrstreifen,breit,Aufpflasterung,-,schmal,-,-,breit,ja,normal,01_CP_P_545,1
